Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2023,VT,Vermont,Rutland,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,14.3,,,12.3,16.5,"60,271","49,934",50021,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,POINT (-73.0366949243181 43.5802475413098)
2023,MO,Missouri,Saline,BRFSS,Health Outcomes,High blood pressure among adults,%,Age-adjusted prevalence,33.0,,,29.1,37.0,"23,049","18,077",29195,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-93.2018268315702 39.1367890617691)
2022,TN,Tennessee,Cumberland,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,37.7,,,31.4,44.6,"64,760","53,834",47035,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-84.998350915423 35.9502035602926)
2023,OH,Ohio,Coshocton,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,9.9,,,8.3,11.7,"36,869","28,085",39031,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-81.9201277213696 40.3017013117605)
2023,RI,Rhode Island,Kent,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,25.8,,,22.6,29.3,"171,278","140,721",44003,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-71.5930762695537 41.6719596394176)
2023,US,United States,,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,6.4,,,6.2,6.5,"334,914,895","262,083,034",59,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,
2023,GA,Georgia,Lowndes,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,76.0,,,73.4,78.6,"120,712","91,064",13185,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,POINT (-83.2675650668111 30.8338264319898)
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,7.2,,,6.1,8.4,"174,804","137,346",37057,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-80.2126241733172 35.79334763177)
2023,TX,Texas,Bastrop,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,14.3,,,12.2,16.5,"110,778","82,035",48021,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-97.3120172080013 30.1036058737594)
2023,OH,Ohio,Guernsey,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,35.9,,,30.4,41.6,"38,089","29,668",39059,SOCLNEED,LONELINESS,CrdPrv,Loneliness,POINT (-81.494271058754 40.0520872571802)
2023,MS,Mississippi,Neshoba,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,9.5,,,8.4,10.7,"28,789","20,927",28099,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-89.117508515357 32.7534254344088)
2023,MO,Missouri,Gasconade,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,7.4,,,6.2,8.9,"14,705","11,709",29073,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers,POINT (-91.5079456512753 38.4408280646855)
2023,MT,Montana,Flathead,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,8.5,,,6.8,10.6,"113,679","89,230",30029,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity,POINT (-114.049221286794 48.2950545655515)
2023,TX,Texas,Delta,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,7.0,,,6.0,8.1,"5,520","4,187",48119,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-95.672735117149 33.3864460647308)
2023,OH,Ohio,Montgomery,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,37.4,,,32.5,42.4,"533,796","415,836",39113,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-84.2906742372083 39.7546661172735)
2023,AR,Arkansas,Chicot,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,11.1,,,9.8,12.6,"9,538","7,511",5017,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-91.2933505574654 33.2667470395332)
2023,FL,Florida,Collier,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,11.7,,,9.9,13.7,"404,310","339,282",12021,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-81.3476396087672 26.1107666888152)
2023,TX,Texas,Rusk,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,84.4,,,82.3,86.4,"53,079","41,108",48401,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-94.7618224818731 32.1079744041474)
2023,FL,Florida,Glades,BRFSS,Disability,Self-care disability among adults,%,Age-adjusted prevalence,5.6,,,4.9,6.4,"12,786","11,132",12043,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-81.1891415991292 26.9564177202841)
2023,ND,North Dakota,Dickey,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Age-adjusted prevalence,7.3,,,5.4,9.7,"4,900","3,734",38021,SOCLNEED,FOODSTAMP,AgeAdjPrv,Food Stamps,POINT (-98.5049110912084 46.1102015629809)
2023,WI,Wisconsin,Marinette,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,87.4,,,85.4,89.2,"42,106","34,244",55075,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-88.0335910948551 45.3828910098394)
2023,GA,Georgia,Calhoun,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,13.9,,,11.3,16.9,"5,457","4,642",13037,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-84.6226064650118 31.5290236179393)
2023,IN,Indiana,Hancock,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,39.5,,,32.7,46.7,"86,166","66,246",18059,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-85.7732724399987 39.8234613757197)
2022,AR,Arkansas,Hot Spring,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,40.1,,,33.8,46.7,"33,258","26,928",5059,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-92.9452244629986 34.31776968917)
2023,TN,Tennessee,Loudon,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,24.6,,,19.9,29.7,"60,591","49,273",47105,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-84.3109570879841 35.7351546299953)
2023,KS,Kansas,Republic,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,5.5,,,4.7,6.4,"4,627","3,574",20157,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-97.6502970602076 39.8278397982545)
2022,IL,Illinois,Greene,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,15.6,,,12.6,19.2,"11,543","9,100",17061,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-90.3905037272373 39.3562848923661)
2023,NC,North Carolina,Lee,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,14.7,,,11.9,17.6,"67,059","51,479",37105,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,POINT (-79.1714912683052 35.4750989187809)
2023,MN,Minnesota,Polk,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.7,,,3.1,4.3,"30,412","23,008",27119,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-96.4022896934934 47.7739940017747)
2023,AR,Arkansas,White,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.0,,,3.5,4.5,"78,452","60,279",5145,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-91.7454779964398 35.2560865177608)
2023,NE,Nebraska,Wayne,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,9.6,,,7.6,12.1,"9,874","7,832",31179,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-97.1192717308651 42.2093316511452)
2023,AZ,Arizona,Pinal,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,38.7,,,34.0,43.2,"484,239","380,282",4021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-111.344793224721 32.9045145361574)
2023,TX,Texas,Palo Pinto,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,10.0,,,8.5,11.6,"29,747","22,840",48363,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-98.313009663541 32.7532102254697)
2023,VA,Virginia,Amherst,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,9.1,,,7.1,11.4,"31,396","25,190",51009,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-79.1455618570558 37.6052072744598)
2023,WA,Washington,Clallam,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,8.4,,,7.2,9.6,"77,616","65,282",53009,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-123.927567541856 48.0491734486978)
2023,OK,Oklahoma,Grady,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,16.1,,,13.2,19.2,"57,375","44,065",40051,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-97.8841663460881 35.0166148085145)
2023,TX,Texas,Hill,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,15.6,,,12.9,18.5,"38,101","29,280",48217,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-97.1326290825318 31.9907752386382)
2023,OH,Ohio,Defiance,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,16.4,,,13.3,19.5,"38,315","29,722",39039,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-84.4905879101881 41.3239133830731)
2023,OR,Oregon,Yamhill,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,9.7,,,7.6,12.1,"108,644","86,173",41071,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-123.307698971686 45.2327424414687)
2023,IA,Iowa,Dallas,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted prevalence,9.8,,,8.2,11.4,"111,092","81,838",19049,HLTHSTAT,PHLTH,AgeAdjPrv,Frequent Physical Distress,POINT (-94.0396540325165 41.6848036594408)
2023,MN,Minnesota,Hennepin,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,12.6,,,10.8,14.6,"1,258,713","989,486",27053,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-93.4766332455537 45.0046199706646)
2023,TX,Texas,Nolan,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,29.1,,,25.0,33.6,"14,306","10,732",48353,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-100.406154240884 32.3035307220411)
2023,NY,New York,Chautauqua,BRFSS,Health Outcomes,High blood pressure among adults,%,Age-adjusted prevalence,31.6,,,27.9,35.4,"124,891","99,281",36013,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-79.3664126676391 42.2279077069084)
2023,TX,Texas,Baylor,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,14.9,,,12.6,17.2,"3,463","2,691",48023,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-99.2135754843925 33.6164027124256)
2022,IN,Indiana,Carroll,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,37.2,,,30.3,44.1,"20,525","16,103",18015,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-86.5631490017914 40.5827244455324)
2023,WY,Wyoming,Uinta,BRFSS,Disability,Any disability among adults,%,Crude prevalence,30.8,,,26.4,35.6,"20,745","15,278",56041,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-110.547535027877 41.287644945248)
2023,AK,Alaska,Bristol Bay,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,9.1,,,7.9,10.4,844,663,2060,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers,POINT (-156.700132487576 58.7440261738219)
2023,IA,Iowa,Buchanan,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,21.3,,,18.0,25.0,"20,691","15,459",19019,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-91.8374750492687 42.4709698505337)
2023,MT,Montana,Yellowstone,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.2,,,2.8,3.7,"170,843","132,003",30111,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-108.27428208867 45.9376630248443)
2023,MT,Montana,Rosebud,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,24.6,,,21.2,28.0,"8,160","5,803",30087,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-106.73057532208 46.2300118101563)
2023,OK,Oklahoma,Marshall,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,15.7,,,13.5,18.1,"15,970","12,272",40095,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-96.7690086748236 34.0247191513108)
2023,OK,Oklahoma,Kay,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,42.6,,,35.0,50.5,"43,641","32,842",40071,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-97.1442458480715 36.8180490812673)
2023,MT,Montana,Sanders,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,12.2,,,10.6,13.8,"13,684","11,386",30089,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-115.133410637731 47.67485749039)
2023,GA,Georgia,Bacon,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,75.4,,,71.3,79.1,"11,124","8,340",13005,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-82.4524072121804 31.5537937122315)
2023,IA,Iowa,Polk,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.3,,,10.5,16.6,"505,255","383,731",19153,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-93.573526118271 41.6854989182508)
2023,WA,Washington,King,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,20.8,,,18.6,23.2,"2,271,380","1,836,529",53033,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-121.806357849743 47.4902143620529)
2023,IL,Illinois,Saline,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,38.9,,,34.2,43.8,"22,873","18,163",17165,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-88.5408109499033 37.7531642187375)
2023,ID,Idaho,Latah,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,30.6,,,26.2,35.4,"41,301","33,280",16057,SOCLNEED,LONELINESS,CrdPrv,Loneliness,POINT (-116.711700829425 46.8155705621497)
2023,ID,Idaho,Adams,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Age-adjusted prevalence,14.7,,,11.6,18.1,"4,903","4,062",16003,SOCLNEED,FOODINSECU,AgeAdjPrv,Food Insecurity,POINT (-116.454153346478 44.8894249014411)
2023,VT,Vermont,Orange,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,11.4,,,10.0,12.8,"29,943","24,672",50017,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-72.3767652710136 44.0056456103238)
2023,MT,Montana,Valley,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,74.0,,,70.1,77.8,"7,474","5,820",30105,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-106.668213499026 48.364902327122)
2023,UT,Utah,Tooele,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,19.8,,,17.0,23.0,"82,051","56,930",49045,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support,POINT (-113.131050910003 40.4486328626382)
2022,OK,Oklahoma,Pottawatomie,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,37.6,,,32.2,43.8,"73,791","56,848",40125,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-96.9484617397084 35.2066298442372)
2023,AK,Alaska,Haines,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted prevalence,49.5,,,44.9,54.0,"2,070","1,718",2100,PREVENT,BPMED,AgeAdjPrv,High Blood Pressure Medication,POINT (-135.500167586106 59.119335495324)
2023,VA,Virginia,Russell,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,86.1,,,83.8,88.2,"25,477","20,555",51167,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-82.0959945777944 36.9339342856189)
2023,VA,Virginia,Norton,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,9.3,,,7.9,10.8,"3,492","2,702",51720,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-82.6294619312556 36.9308310308693)
2022,IN,Indiana,Noble,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,71.3,,,62.7,78.8,"47,430","36,001",18113,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-85.4175453196001 41.3985984916063)
2022,NC,North Carolina,Washington,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,65.6,,,59.8,70.9,"10,713","8,617",37187,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-76.5770084500192 35.8231123664106)
2023,TN,Tennessee,Fayette,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,15.9,,,13.7,18.3,"44,175","36,250",47047,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-89.414502273353 35.1971645993699)
2023,IA,Iowa,Calhoun,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,39.8,,,31.4,48.1,"9,763","7,637",19025,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-94.640451820039 42.3852630941622)
2023,MS,Mississippi,Amite,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,12.9,,,11.3,14.6,"12,442","9,961",28005,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers,POINT (-90.8045215928558 31.1742872886651)
2023,NE,Nebraska,Adams,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,22.7,,,20.4,25.4,"30,899","23,578",31001,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-98.5011936003364 40.5244942129641)
2023,MD,Maryland,Worcester,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,23.1,,,19.3,27.3,"54,171","44,887",24047,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-75.3337982988111 38.2127499337864)
2023,TX,Texas,Sterling,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,27.1,,,22.8,31.8,"1,397",980,48431,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-101.050074584309 31.8278191237971)
2023,VA,Virginia,Fairfax,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,10.5,,,8.8,12.6,"25,144","18,626",51600,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-77.2993263151397 38.8527530811512)
2023,TX,Texas,Palo Pinto,BRFSS,Disability,Self-care disability among adults,%,Age-adjusted prevalence,4.2,,,3.6,4.9,"29,747","22,840",48363,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-98.313009663541 32.7532102254697)
2022,ME,Maine,York,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,31.7,,,28.0,35.6,"218,586","180,518",23031,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-70.714261699275 43.4783427124924)
2023,TN,Tennessee,Hardin,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Age-adjusted prevalence,34.4,,,29.9,38.9,"27,229","21,759",47071,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-88.184457664171 35.1982852691719)
2022,KY,Kentucky,Caldwell,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,56.3,,,52.5,60.3,"12,551","9,631",21033,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-87.8682999178812 37.1454911977858)
2023,MS,Mississippi,Oktibbeha,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,34.5,,,28.9,40.1,"51,203","42,382",28105,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-88.8793086175243 33.4250380065366)
2023,WV,West Virginia,Gilmer,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,10.9,,,9.2,12.7,"7,254","6,147",54021,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-80.8565551863755 38.9243479452265)
2023,KS,Kansas,Russell,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,85.7,,,83.4,87.8,"6,723","5,253",20167,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-98.762476916684 38.9146512455974)
2022,WA,Washington,Pend Oreille,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,70.8,,,63.5,77.4,"14,361","11,514",53051,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-117.27408079961 48.5323440238714)
2023,KS,Kansas,Doniphan,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Age-adjusted prevalence,30.9,,,26.8,35.4,"7,493","5,905",20043,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-95.1467594364195 39.7879740207574)
2023,IA,Iowa,Emmet,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Age-adjusted prevalence,7.6,,,6.4,9.1,"9,229","7,456",19063,SOCLNEED,SHUTUTILITY,AgeAdjPrv,Utility Services Threat,POINT (-94.6785048089548 43.3778884439615)
2022,OH,Ohio,Ottawa,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,69.4,,,64.6,73.8,"39,803","32,975",39123,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-83.1164465932344 41.5336572497729)
2023,IN,Indiana,Hendricks,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Age-adjusted prevalence,9.4,,,7.7,11.4,"186,387","140,883",18063,SOCLNEED,HOUSINSECU,AgeAdjPrv,Housing Insecurity,POINT (-86.5099930674506 39.7695155217637)
2023,GA,Georgia,Coffee,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,77.0,,,74.3,79.6,"43,317","32,601",13069,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,POINT (-82.8493988376197 31.5492785823229)
2023,MT,Montana,Treasure,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,20.7,,,16.3,25.7,772,586,30103,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-107.271841890792 46.211418173005)
2022,AK,Alaska,Matanuska-Susitna,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,34.2,,,30.4,38.0,"115,239","86,125",2170,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-149.573459107234 62.3154231338699)
2023,LA,Louisiana,Allen,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Age-adjusted prevalence,13.0,,,11.2,15.0,"22,112","17,025",22003,SOCLNEED,LACKTRPT,AgeAdjPrv,Transportation Barriers,POINT (-92.8282364115945 30.6527548508191)
2022,MN,Minnesota,Faribault,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76.6,,,68.7,83.4,"13,873","10,857",27043,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-93.9479319612746 43.6739185141946)
2023,TN,Tennessee,Bedford,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,75.8,,,71.7,79.7,"53,055","39,707",47003,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-86.4592906261335 35.5134252888524)
2023,OK,Oklahoma,Jefferson,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,12.2,,,10.8,13.7,"5,347","4,030",40067,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-97.8360732655638 34.1106274427473)
2023,ND,North Dakota,Bowman,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,13.1,,,11.3,15.1,"2,867","2,165",38011,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-103.520447958008 46.1126064758621)
2023,TX,Texas,Hutchinson,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.1,,,8.9,11.4,"20,033","15,111",48233,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-101.354683598946 35.8400645050996)
2023,NH,New Hampshire,Belknap,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,21.2,,,17.7,25.4,"65,027","53,990",33001,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support,POINT (-71.4222926773562 43.5177681072851)
2023,AL,Alabama,Coosa,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,37.8,,,32.3,43.5,"10,268","8,603",1037,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-86.2475655062285 32.9362201904239)
2023,AR,Arkansas,Benton,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,18.8,,,15.8,22.0,"311,013","232,841",5007,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-94.2558310001198 36.3389781548829)
2023,MO,Missouri,Livingston,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,10.4,,,8.6,12.2,"14,557","11,376",29117,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-93.5482609076792 39.7822888163042)
2023,SD,South Dakota,Davison,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,7.9,,,6.7,9.2,"19,922","15,293",46035,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-98.1456260068691 43.6746570375335)
2023,FL,Florida,Brevard,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,13.0,,,11.0,15.0,"643,979","528,274",12009,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-80.7322290402972 28.2934562139849)
2023,MD,Maryland,Anne Arundel,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,15.5,,,13.2,18.0,"594,582","461,032",24003,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-76.6037600852618 39.006058161178)
