Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
2023,NV,Nevada,Mineral,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,43.3,,,38.3,48.4,"4,528","3,656",32021,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-118.434422566639 38.5384503517263)
2023,VA,Virginia,Bedford,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,4.5,,,3.8,5.4,"81,525","65,762",51019,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-79.5245292993253 37.3148868360587)
2023,MS,Mississippi,Marshall,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,31.4,,,27.0,35.8,"34,123","27,051",28093,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,POINT (-89.5030847437601 34.7623727946025)
2023,LA,Louisiana,West Feliciana,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,14.8,,,11.3,18.4,"15,371","12,848",22125,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,POINT (-91.4205739573873 30.8801699255259)
2023,NE,Nebraska,Keith,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,86.4,,,84.3,88.3,"8,113","6,429",31101,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-101.661634455601 41.1989355357846)
2023,NJ,New Jersey,Gloucester,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,6.2,,,5.2,7.3,"308,423","243,231",34015,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,POINT (-75.1406938541165 39.7171717201275)
2023,TX,Texas,Hansford,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,6.9,,,6.0,7.9,"5,071","3,618",48195,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-101.354568947694 36.2774356712956)
2022,OH,Ohio,Crawford,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,66.8,,,58.1,74.5,"41,529","32,618",39033,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-82.9197685705352 40.8507264130061)
2023,AR,Arkansas,Cross,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,16.1,,,14.0,18.3,"16,420","12,527",5037,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-90.7714945147511 35.2958747021642)
2023,MS,Mississippi,Marshall,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted prevalence,66.8,,,62.5,71.1,"34,123","27,051",28093,PREVENT,BPMED,AgeAdjPrv,High Blood Pressure Medication,POINT (-89.5030847437601 34.7623727946025)
2023,MN,Minnesota,Houston,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,24.5,,,21.0,28.1,"18,582","14,697",27055,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-91.492859784076 43.6714442501057)
2023,TX,Texas,Trinity,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,77.8,,,74.2,81.2,"14,228","11,401",48455,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-95.1359195310631 31.0883554818794)
2023,NC,North Carolina,Gates,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,9.4,,,8.1,10.7,"10,343","8,363",37073,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers,POINT (-76.7006756971434 36.4450179921853)
2023,AK,Alaska,Kusilvak,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,27.6,,,23.8,31.7,"8,001","4,640",2158,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers,POINT (-163.385871730467 62.1566155670538)
2023,OH,Ohio,Ottawa,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.5,,,9.3,11.8,"39,803","32,975",39123,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-83.1164465932344 41.5336572497729)
2023,MN,Minnesota,Aitkin,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,21.4,,,18.8,24.2,"16,102","13,701",27001,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-93.4153705255362 46.6081162372872)
2023,ID,Idaho,Payette,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,80.5,,,78.0,83.2,"27,279","20,474",16075,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-116.760636913533 44.0064328596574)
2023,TX,Texas,San Augustine,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,22.7,,,20.1,25.4,"7,833","6,232",48405,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-94.1681043693853 31.3946415089641)
2023,MI,Michigan,Jackson,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.1,,,2.7,3.4,"159,424","126,422",26075,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-84.4234055669282 42.2484713310932)
2023,FL,Florida,Jackson,BRFSS,Health Outcomes,High blood pressure among adults,%,Age-adjusted prevalence,37.2,,,33.5,41.1,"48,622","39,341",12063,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-85.2152870715759 30.7953060542353)
2023,MS,Mississippi,Issaquena,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,23.2,,,19.1,27.7,"1,256","1,128",28055,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,POINT (-90.9890259950925 32.7414125462659)
2022,ND,North Dakota,Mountrail,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,15.7,,,12.8,18.9,"9,383","6,651",38061,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-102.355736666559 48.2011749180463)
2023,SC,South Carolina,Spartanburg,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,14.3,,,12.4,16.4,"356,698","273,436",45083,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,POINT (-81.9908502250107 34.9311754038617)
2023,AR,Arkansas,Pike,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,79.1,,,76.2,81.7,"10,208","7,916",5109,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,POINT (-93.6567760728936 34.1639175444477)
2023,NM,New Mexico,Luna,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,19.0,,,16.4,21.9,"25,316","18,862",35029,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-107.749720187195 32.1822367696247)
2023,AL,Alabama,Washington,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,10.9,,,9.4,12.3,"15,022","11,806",1129,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-88.2081714139416 31.4075499895542)
2023,OR,Oregon,Hood River,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,7.5,,,6.4,8.8,"23,745","18,605",41027,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-121.651188704787 45.519131602258)
2022,NC,North Carolina,Graham,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.4,,,74.3,82.1,"8,052","6,517",37075,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-83.8330304431855 35.3499181619087)
2023,NE,Nebraska,Dixon,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.3,,,26.2,36.9,"5,491","4,099",31051,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-96.8678961363766 42.4933821972659)
2023,CA,California,Butte,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,71.6,,,68.4,74.4,"207,172","164,973",6007,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,POINT (-121.60115169224 39.6663795928272)
2023,CA,California,Merced,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,11.6,,,9.8,13.4,"291,920","209,020",6047,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,POINT (-120.717750083358 37.1917830406782)
2023,MO,Missouri,St. Clair,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,5.5,,,4.7,6.5,"9,752","7,697",29185,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-93.7760224318696 38.0371732557425)
2023,MD,Maryland,Caroline,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,22.3,,,19.1,26.1,"33,593","25,618",24011,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-75.8321719815862 38.8720440517484)
2023,OK,Oklahoma,Marshall,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Age-adjusted prevalence,6.9,,,6.1,7.8,"15,970","12,272",40095,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-96.7690086748236 34.0247191513108)
2023,MO,Missouri,Wayne,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,13.5,,,10.9,16.4,"10,811","8,628",29223,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-90.4615691266314 37.1126282484814)
2022,FL,Florida,Okeechobee,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,59.8,,,54.9,64.5,"41,427","32,401",12093,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-80.8886822709507 27.3865228653033)
2023,MN,Minnesota,Sherburne,BRFSS,Disability,Self-care disability among adults,%,Age-adjusted prevalence,2.7,,,2.3,3.1,"102,206","75,976",27141,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-93.7749839154167 45.4441001810069)
2022,TN,Tennessee,Blount,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,60.3,,,55.1,65.3,"141,456","113,587",47009,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-83.9253119882998 35.6867307924373)
2023,TX,Texas,Lipscomb,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,18.3,,,15.0,21.9,"2,906","2,179",48295,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-100.273177516537 36.2777928293222)
2023,MS,Mississippi,Warren,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,34.5,,,29.1,39.9,"42,298","32,439",28149,SOCLNEED,LONELINESS,CrdPrv,Loneliness,POINT (-90.8517527793514 32.3565888940683)
2023,MD,Maryland,Baltimore,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,18.2,,,15.9,20.9,"844,703","661,546",24005,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-76.635956565388 39.4596984571411)
2023,WA,Washington,Lewis,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,30.9,,,26.8,35.2,"86,154","67,577",53041,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-122.39380108932 46.5776116518185)
2023,MT,Montana,Powell,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,19.4,,,16.5,22.9,"7,133","6,094",30077,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-112.936298354733 46.8565994414636)
2023,OH,Ohio,Washington,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.9,,,9.6,12.2,"58,577","47,177",39167,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-81.4953288002496 39.4553183091123)
2023,MI,Michigan,Marquette,BRFSS,Disability,Self-care disability among adults,%,Age-adjusted prevalence,3.2,,,2.7,3.8,"66,999","55,244",26103,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-87.6414419780462 46.4314459429004)
2022,MD,Maryland,Kent,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,11.7,,,9.5,14.2,"19,303","16,393",24029,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-76.039943401655 39.2542700817072)
2023,KS,Kansas,Decatur,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.8,,,8.6,11.1,"2,712","2,127",20039,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-100.4593927499 39.7846903901936)
2023,MS,Mississippi,Jackson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,11.6,,,9.3,14.5,"146,389","113,275",28059,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-88.6353343692766 30.5346826794064)
2022,LA,Louisiana,Bienville,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,77.1,,,68.9,83.5,"12,366","9,519",22013,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-93.0560190684413 32.3471705711306)
2023,SD,South Dakota,Minnehaha,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,22.9,,,20.5,25.4,"206,930","154,695",46099,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-96.791470048829 43.6741571506483)
2023,GA,Georgia,Pierce,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,7.3,,,6.5,8.2,"20,425","15,398",13229,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-82.2116956124654 31.3580822683896)
2023,WI,Wisconsin,Walworth,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,13.3,,,11.1,15.7,"105,822","85,648",55127,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-88.5418387513161 42.6685116518019)
2023,TX,Texas,Yoakum,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,38.2,,,29.7,47.4,"7,468","5,012",48501,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-102.827847615749 33.1729636761702)
2023,OH,Ohio,Jefferson,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.6,,,6.8,8.3,"64,026","51,564",39081,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-80.7611246090452 40.3850232178899)
2023,OH,Ohio,Butler,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,21.8,,,18.4,25.6,"393,043","302,288",39017,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,POINT (-84.5755446176036 39.4386549224371)
2023,OR,Oregon,Polk,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,8.2,,,6.9,9.5,"89,805","70,598",41053,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-123.413199130106 44.9034725439217)
2023,KS,Kansas,Scott,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,14.4,,,12.0,17.0,"4,922","3,638",20171,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-100.906661843738 38.4822077828267)
2023,WY,Wyoming,Teton,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.0,,,7.8,10.3,"23,232","19,340",56039,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-110.589857877684 43.9344840596924)
2023,NE,Nebraska,Scotts Bluff,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,10.5,,,9.1,12.2,"35,699","27,153",31157,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-103.708261370054 41.8505600254678)
2023,LA,Louisiana,St. Helena,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,83.4,,,80.3,86.2,"10,774","8,595",22091,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-90.7103615231255 30.8217054446814)
2023,NC,North Carolina,Wake,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.1,,,20.0,26.2,"1,190,275","919,538",37183,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-78.6503446201168 35.7900594036584)
2023,NC,North Carolina,Jones,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,15.1,,,12.2,18.3,"9,401","7,647",37103,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-77.3548950478113 35.0214417782855)
2023,CA,California,Stanislaus,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,11.9,,,10.2,13.7,"551,430","405,599",6099,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-120.997769063577 37.5591258572026)
2023,TN,Tennessee,Blount,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,16.7,,,14.1,19.5,"141,456","113,587",47009,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-83.9253119882998 35.6867307924373)
2023,TX,Texas,Throckmorton,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.2,,,2.8,3.5,"1,526","1,159",48447,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-99.2123602088417 33.1775038104692)
2023,IA,Iowa,Warren,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,5.0,,,4.1,6.1,"55,205","41,762",19181,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,POINT (-93.5613579046369 41.3344050670246)
2023,GA,Georgia,Webster,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,20.7,,,18.3,23.2,"2,337","1,938",13307,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-84.5496149265342 32.0471175973242)
2023,IA,Iowa,Page,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,7.1,,,6.3,8.1,"15,014","12,305",19145,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-95.1500518279201 40.7391588094589)
2023,KS,Kansas,Lane,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,79.0,,,75.5,82.4,"1,529","1,159",20101,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-100.46607537017 38.4811944728281)
2023,NY,New York,Queens,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,78.6,,,76.3,80.7,"2,252,196","1,821,507",36081,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,POINT (-73.8194947909622 40.7034702188683)
2022,OH,Ohio,Allen,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Age-adjusted prevalence,59.3,,,55.3,63.2,"100,838","77,234",39003,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-84.1057940825963 40.7714977646394)
2023,WI,Wisconsin,Langlade,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,20.5,,,17.1,23.9,"19,404","15,739",55067,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,POINT (-89.0718838982873 45.2623121759565)
2023,IA,Iowa,Fremont,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,2.8,,,2.4,3.1,"6,458","5,059",19071,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-95.6047023421803 40.7455695629106)
2023,TX,Texas,Bandera,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,13.9,,,11.1,16.6,"22,637","18,811",48019,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-99.2461161455462 29.7470267929359)
2023,MN,Minnesota,Benton,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,4.1,,,3.5,4.8,"41,600","31,235",27009,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-93.9988594342603 45.6990214355598)
2023,OK,Oklahoma,Garvin,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted prevalence,14.7,,,12.8,17.0,"25,865","19,354",40049,HLTHSTAT,PHLTH,AgeAdjPrv,Frequent Physical Distress,POINT (-97.30936420479 34.704567177109)
2023,CA,California,El Dorado,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Age-adjusted prevalence,11.3,,,9.0,14.0,"192,215","155,106",6017,SOCLNEED,FOODINSECU,AgeAdjPrv,Food Insecurity,POINT (-120.524584137234 38.7786875121222)
2023,VA,Virginia,Newport News,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,14.1,,,11.7,16.6,"183,118","140,716",51700,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-76.5195549672187 37.1051297333902)
2023,TX,Texas,Zavala,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,13.7,,,12.3,15.2,"9,312","6,563",48507,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-99.7607080145208 28.8660567049195)
2023,TX,Texas,Edwards,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,21.9,,,19.1,25.0,"1,393","1,097",48137,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-100.304658227238 29.9828253544507)
2023,FL,Florida,Gadsden,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.4,,,26.9,35.6,"43,833","34,200",12039,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-84.6137975584322 30.5796484153785)
2023,GA,Georgia,Forsyth,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,20.7,,,17.4,24.5,"272,887","203,939",13117,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-84.125243446561 34.2253024818373)
2023,AZ,Arizona,Santa Cruz,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,26.5,,,20.3,33.1,"49,158","36,812",4023,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-110.846572235272 31.525984062461)
2023,ND,North Dakota,Grant,BRFSS,Disability,Any disability among adults,%,Crude prevalence,36.1,,,30.6,41.8,"2,215","1,740",38037,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-101.640754056464 46.3576616136167)
2023,MN,Minnesota,Sibley,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted prevalence,56.5,,,52.2,61.1,"15,084","11,635",27143,PREVENT,BPMED,AgeAdjPrv,High Blood Pressure Medication,POINT (-94.2311440313059 44.5794639528544)
2022,GA,Georgia,Twiggs,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,40.7,,,33.3,48.3,"7,691","6,243",13289,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-83.4270456679841 32.6669819807256)
2023,MN,Minnesota,Grant,BRFSS,Disability,Self-care disability among adults,%,Age-adjusted prevalence,3.4,,,3.0,4.0,"6,139","4,712",27051,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-96.0121418802788 45.9341606620888)
2023,ME,Maine,Waldo,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,34.3,,,29.6,39.3,"40,620","33,502",23027,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-69.1440787572762 44.5014638999643)
2023,NY,New York,Fulton,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,16.2,,,12.7,19.5,"52,234","41,853",36035,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-74.4220932664269 43.1138238257635)
2023,VA,Virginia,Isle of Wight,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,6.9,,,5.7,8.1,"40,711","31,981",51093,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,POINT (-76.7249513910233 36.8919047884623)
2023,NE,Nebraska,Lincoln,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Age-adjusted prevalence,30.7,,,26.2,35.4,"33,365","25,829",31111,SOCLNEED,LONELINESS,AgeAdjPrv,Loneliness,POINT (-100.745358298708 41.0475515417827)
2023,IA,Iowa,Sac,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,17.8,,,15.4,20.3,"9,686","7,495",19161,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-95.1054248606843 42.386203609779)
2023,KS,Kansas,Scott,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,8.3,,,7.2,9.5,"4,922","3,638",20171,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-100.906661843738 38.4822077828267)
2023,NC,North Carolina,Clay,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,11.2,,,9.6,12.9,"11,864","10,069",37043,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-83.7497979844905 35.0571247338988)
2023,MI,Michigan,Houghton,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.8,,,7.0,8.6,"37,599","30,241",26061,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-88.6874092291116 46.8980091892674)
2023,IA,Iowa,Calhoun,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,24.5,,,20.0,29.5,"9,763","7,637",19025,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-94.640451820039 42.3852630941622)
2023,GA,Georgia,Appling,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,14.9,,,12.2,18.0,"18,457","13,966",13001,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-82.2886914217215 31.7493335724705)
2022,SD,South Dakota,Douglas,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,66.6,,,61.0,71.5,"2,838","2,065",46043,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-98.36626827691 43.3869320061821)
2023,FL,Florida,Levy,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,14.4,,,12.1,17.0,"46,545","37,523",12075,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-82.7424033737084 29.3191355718998)
2023,WI,Wisconsin,Price,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,83.4,,,80.6,85.6,"14,102","11,739",55099,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,POINT (-90.3614824634713 45.680136950248)
2023,WA,Washington,San Juan,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,25.5,,,22.2,29.1,"18,566","16,267",53055,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-122.95346310344 48.5785632564628)
2022,WV,West Virginia,Doddridge,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,18.2,,,14.6,22.2,"7,680","6,589",54017,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-80.7064287510437 39.2695178781485)
2023,WA,Washington,Adams,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,18.3,,,16.2,20.6,"20,820","13,641",53001,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,POINT (-118.560587784171 46.9835433918881)
